ssyk4,ssyk_label,age_group,year,n_employed,pctl_rank_genai,exposure_quartile,high_exposure,young,young_broad
2183,Environmental protection professionals,60-64 years,2023,367,78.129997,Q4 (highest),1,0,0
2183,Environmental protection professionals,60-64 years,2024,376,78.129997,Q4 (highest),1,0,0
2183,Environmental protection professionals,65-69 years,2023,115,78.129997,Q4 (highest),1,0,0
2183,Environmental protection professionals,65-69 years,2024,147,78.129997,Q4 (highest),1,0,0
2211,Specialist physicians,16-24 years,2020,20,52.360001,Q3,0,1,1
2211,Specialist physicians,16-24 years,2021,6,52.360001,Q3,0,1,1
2211,Specialist physicians,16-24 years,2022,3,52.360001,Q3,0,1,1
2211,Specialist physicians,16-24 years,2023,1,52.360001,Q3,0,1,1
2211,Specialist physicians,16-24 years,2024,31,52.360001,Q3,0,1,1
2211,Specialist physicians,25-29 years,2020,140,52.360001,Q3,0,0,1
2211,Specialist physicians,25-29 years,2021,45,52.360001,Q3,0,0,1
2211,Specialist physicians,25-29 years,2022,24,52.360001,Q3,0,0,1
2211,Specialist physicians,25-29 years,2023,18,52.360001,Q3,0,0,1
2211,Specialist physicians,25-29 years,2024,61,52.360001,Q3,0,0,1
2211,Specialist physicians,30-34 years,2020,730,52.360001,Q3,0,0,0
2211,Specialist physicians,30-34 years,2021,656,52.360001,Q3,0,0,0
2211,Specialist physicians,30-34 years,2022,623,52.360001,Q3,0,0,0
2211,Specialist physicians,30-34 years,2023,639,52.360001,Q3,0,0,0
2211,Specialist physicians,30-34 years,2024,737,52.360001,Q3,0,0,0
2211,Specialist physicians,35-39 years,2020,3184,52.360001,Q3,0,0,0
2211,Specialist physicians,35-39 years,2021,3245,52.360001,Q3,0,0,0
2211,Specialist physicians,35-39 years,2022,3268,52.360001,Q3,0,0,0
2211,Specialist physicians,35-39 years,2023,3444,52.360001,Q3,0,0,0
2211,Specialist physicians,35-39 years,2024,3629,52.360001,Q3,0,0,0
2211,Specialist physicians,40-44 years,2020,4628,52.360001,Q3,0,0,0
2211,Specialist physicians,40-44 years,2021,4728,52.360001,Q3,0,0,0
2211,Specialist physicians,40-44 years,2022,4850,52.360001,Q3,0,0,0
2211,Specialist physicians,40-44 years,2023,4984,52.360001,Q3,0,0,0
2211,Specialist physicians,40-44 years,2024,5282,52.360001,Q3,0,0,0
2211,Specialist physicians,45-49 years,2020,4619,52.360001,Q3,0,0,0
2211,Specialist physicians,45-49 years,2021,4649,52.360001,Q3,0,0,0
2211,Specialist physicians,45-49 years,2022,4699,52.360001,Q3,0,0,0
2211,Specialist physicians,45-49 years,2023,4836,52.360001,Q3,0,0,0
2211,Specialist physicians,45-49 years,2024,5065,52.360001,Q3,0,0,0
2211,Specialist physicians,50-54 years,2020,3742,52.360001,Q3,0,0,0
2211,Specialist physicians,50-54 years,2021,3847,52.360001,Q3,0,0,0
2211,Specialist physicians,50-54 years,2022,4007,52.360001,Q3,0,0,0
2211,Specialist physicians,50-54 years,2023,4254,52.360001,Q3,0,0,0
2211,Specialist physicians,50-54 years,2024,4680,52.360001,Q3,0,0,0
2211,Specialist physicians,55-59 years,2020,3496,52.360001,Q3,0,0,0
2211,Specialist physicians,55-59 years,2021,3489,52.360001,Q3,0,0,0
2211,Specialist physicians,55-59 years,2022,3584,52.360001,Q3,0,0,0
2211,Specialist physicians,55-59 years,2023,3645,52.360001,Q3,0,0,0
2211,Specialist physicians,55-59 years,2024,3883,52.360001,Q3,0,0,0
2211,Specialist physicians,60-64 years,2020,3482,52.360001,Q3,0,0,0
2211,Specialist physicians,60-64 years,2021,3300,52.360001,Q3,0,0,0
2211,Specialist physicians,60-64 years,2022,3149,52.360001,Q3,0,0,0
2211,Specialist physicians,60-64 years,2023,3154,52.360001,Q3,0,0,0
2211,Specialist physicians,60-64 years,2024,3336,52.360001,Q3,0,0,0
2211,Specialist physicians,65-69 years,2023,2578,52.360001,Q3,0,0,0
2211,Specialist physicians,65-69 years,2024,2627,52.360001,Q3,0,0,0
2212,Resident physicians,16-24 years,2020,1,65.599998,Q3,0,1,1
2212,Resident physicians,16-24 years,2023,1,65.599998,Q3,0,1,1
2212,Resident physicians,25-29 years,2020,1106,65.599998,Q3,0,0,1
2212,Resident physicians,25-29 years,2021,1177,65.599998,Q3,0,0,1
2212,Resident physicians,25-29 years,2022,1108,65.599998,Q3,0,0,1
2212,Resident physicians,25-29 years,2023,1076,65.599998,Q3,0,0,1
2212,Resident physicians,25-29 years,2024,1028,65.599998,Q3,0,0,1
2212,Resident physicians,30-34 years,2020,4252,65.599998,Q3,0,0,0
2212,Resident physicians,30-34 years,2021,4381,65.599998,Q3,0,0,0
2212,Resident physicians,30-34 years,2022,4511,65.599998,Q3,0,0,0
2212,Resident physicians,30-34 years,2023,4680,65.599998,Q3,0,0,0
2212,Resident physicians,30-34 years,2024,4861,65.599998,Q3,0,0,0
2212,Resident physicians,35-39 years,2020,3192,65.599998,Q3,0,0,0
2212,Resident physicians,35-39 years,2021,3221,65.599998,Q3,0,0,0
2212,Resident physicians,35-39 years,2022,3195,65.599998,Q3,0,0,0
2212,Resident physicians,35-39 years,2023,3250,65.599998,Q3,0,0,0
2212,Resident physicians,35-39 years,2024,3173,65.599998,Q3,0,0,0
2212,Resident physicians,40-44 years,2020,1157,65.599998,Q3,0,0,0
2212,Resident physicians,40-44 years,2021,1212,65.599998,Q3,0,0,0
2212,Resident physicians,40-44 years,2022,1244,65.599998,Q3,0,0,0
2212,Resident physicians,40-44 years,2023,1237,65.599998,Q3,0,0,0
2212,Resident physicians,40-44 years,2024,1307,65.599998,Q3,0,0,0
2212,Resident physicians,45-49 years,2020,546,65.599998,Q3,0,0,0
2212,Resident physicians,45-49 years,2021,527,65.599998,Q3,0,0,0
2212,Resident physicians,45-49 years,2022,539,65.599998,Q3,0,0,0
2212,Resident physicians,45-49 years,2023,557,65.599998,Q3,0,0,0
2212,Resident physicians,45-49 years,2024,549,65.599998,Q3,0,0,0
2212,Resident physicians,50-54 years,2020,240,65.599998,Q3,0,0,0
2212,Resident physicians,50-54 years,2021,252,65.599998,Q3,0,0,0
2212,Resident physicians,50-54 years,2022,271,65.599998,Q3,0,0,0
2212,Resident physicians,50-54 years,2023,267,65.599998,Q3,0,0,0
2212,Resident physicians,50-54 years,2024,265,65.599998,Q3,0,0,0
2212,Resident physicians,55-59 years,2020,104,65.599998,Q3,0,0,0
2212,Resident physicians,55-59 years,2021,96,65.599998,Q3,0,0,0
2212,Resident physicians,55-59 years,2022,88,65.599998,Q3,0,0,0
2212,Resident physicians,55-59 years,2023,104,65.599998,Q3,0,0,0
2212,Resident physicians,55-59 years,2024,122,65.599998,Q3,0,0,0
2212,Resident physicians,60-64 years,2020,31,65.599998,Q3,0,0,0
2212,Resident physicians,60-64 years,2021,23,65.599998,Q3,0,0,0
2212,Resident physicians,60-64 years,2022,30,65.599998,Q3,0,0,0
2212,Resident physicians,60-64 years,2023,30,65.599998,Q3,0,0,0
2212,Resident physicians,60-64 years,2024,27,65.599998,Q3,0,0,0
2212,Resident physicians,65-69 years,2023,10,65.599998,Q3,0,0,0
2212,Resident physicians,65-69 years,2024,14,65.599998,Q3,0,0,0
2213,General medical practitioners,16-24 years,2020,9,65.370003,Q3,0,1,1
2213,General medical practitioners,16-24 years,2021,9,65.370003,Q3,0,1,1
2213,General medical practitioners,16-24 years,2022,11,65.370003,Q3,0,1,1
2213,General medical practitioners,16-24 years,2023,11,65.370003,Q3,0,1,1
2213,General medical practitioners,16-24 years,2024,20,65.370003,Q3,0,1,1
2213,General medical practitioners,25-29 years,2020,1718,65.370003,Q3,0,0,1
2213,General medical practitioners,25-29 years,2021,1680,65.370003,Q3,0,0,1
2213,General medical practitioners,25-29 years,2022,1748,65.370003,Q3,0,0,1
2213,General medical practitioners,25-29 years,2023,1830,65.370003,Q3,0,0,1
2213,General medical practitioners,25-29 years,2024,1820,65.370003,Q3,0,0,1
2213,General medical practitioners,30-34 years,2020,779,65.370003,Q3,0,0,0
2213,General medical practitioners,30-34 years,2021,807,65.370003,Q3,0,0,0
2213,General medical practitioners,30-34 years,2022,839,65.370003,Q3,0,0,0
2213,General medical practitioners,30-34 years,2023,829,65.370003,Q3,0,0,0
2213,General medical practitioners,30-34 years,2024,814,65.370003,Q3,0,0,0
2213,General medical practitioners,35-39 years,2020,288,65.370003,Q3,0,0,0
2213,General medical practitioners,35-39 years,2021,282,65.370003,Q3,0,0,0
2213,General medical practitioners,35-39 years,2022,303,65.370003,Q3,0,0,0
2213,General medical practitioners,35-39 years,2023,308,65.370003,Q3,0,0,0
2213,General medical practitioners,35-39 years,2024,298,65.370003,Q3,0,0,0
2213,General medical practitioners,40-44 years,2020,139,65.370003,Q3,0,0,0
2213,General medical practitioners,40-44 years,2021,138,65.370003,Q3,0,0,0
2213,General medical practitioners,40-44 years,2022,149,65.370003,Q3,0,0,0
2213,General medical practitioners,40-44 years,2023,147,65.370003,Q3,0,0,0
2213,General medical practitioners,40-44 years,2024,136,65.370003,Q3,0,0,0
2213,General medical practitioners,45-49 years,2020,65,65.370003,Q3,0,0,0
2213,General medical practitioners,45-49 years,2021,55,65.370003,Q3,0,0,0
2213,General medical practitioners,45-49 years,2022,65,65.370003,Q3,0,0,0
2213,General medical practitioners,45-49 years,2023,75,65.370003,Q3,0,0,0
2213,General medical practitioners,45-49 years,2024,62,65.370003,Q3,0,0,0
2213,General medical practitioners,50-54 years,2020,27,65.370003,Q3,0,0,0
2213,General medical practitioners,50-54 years,2021,31,65.370003,Q3,0,0,0
2213,General medical practitioners,50-54 years,2022,28,65.370003,Q3,0,0,0
2213,General medical practitioners,50-54 years,2023,23,65.370003,Q3,0,0,0
2213,General medical practitioners,50-54 years,2024,27,65.370003,Q3,0,0,0
2213,General medical practitioners,55-59 years,2020,7,65.370003,Q3,0,0,0
2213,General medical practitioners,55-59 years,2021,9,65.370003,Q3,0,0,0
2213,General medical practitioners,55-59 years,2022,13,65.370003,Q3,0,0,0
2213,General medical practitioners,55-59 years,2023,14,65.370003,Q3,0,0,0
2213,General medical practitioners,55-59 years,2024,17,65.370003,Q3,0,0,0
2213,General medical practitioners,60-64 years,2020,4,65.370003,Q3,0,0,0
2213,General medical practitioners,60-64 years,2021,4,65.370003,Q3,0,0,0
2213,General medical practitioners,60-64 years,2022,4,65.370003,Q3,0,0,0
2213,General medical practitioners,60-64 years,2023,7,65.370003,Q3,0,0,0
2213,General medical practitioners,60-64 years,2024,4,65.370003,Q3,0,0,0
2213,General medical practitioners,65-69 years,2023,3,65.370003,Q3,0,0,0
2213,General medical practitioners,65-69 years,2024,3,65.370003,Q3,0,0,0
2219,Other physicians,16-24 years,2020,50,65.129997,Q3,0,1,1
2219,Other physicians,16-24 years,2021,58,65.129997,Q3,0,1,1
2219,Other physicians,16-24 years,2022,46,65.129997,Q3,0,1,1
2219,Other physicians,16-24 years,2023,60,65.129997,Q3,0,1,1
2219,Other physicians,16-24 years,2024,64,65.129997,Q3,0,1,1
2219,Other physicians,25-29 years,2020,1539,65.129997,Q3,0,0,1
2219,Other physicians,25-29 years,2021,1642,65.129997,Q3,0,0,1
2219,Other physicians,25-29 years,2022,1676,65.129997,Q3,0,0,1
2219,Other physicians,25-29 years,2023,1635,65.129997,Q3,0,0,1
2219,Other physicians,25-29 years,2024,1620,65.129997,Q3,0,0,1
2219,Other physicians,30-34 years,2020,1195,65.129997,Q3,0,0,0
2219,Other physicians,30-34 years,2021,1211,65.129997,Q3,0,0,0
2219,Other physicians,30-34 years,2022,1287,65.129997,Q3,0,0,0
2219,Other physicians,30-34 years,2023,1375,65.129997,Q3,0,0,0
2219,Other physicians,30-34 years,2024,1420,65.129997,Q3,0,0,0
2219,Other physicians,35-39 years,2020,864,65.129997,Q3,0,0,0
2219,Other physicians,35-39 years,2021,960,65.129997,Q3,0,0,0
2219,Other physicians,35-39 years,2022,938,65.129997,Q3,0,0,0
2219,Other physicians,35-39 years,2023,895,65.129997,Q3,0,0,0
2219,Other physicians,35-39 years,2024,913,65.129997,Q3,0,0,0
2219,Other physicians,40-44 years,2020,663,65.129997,Q3,0,0,0
2219,Other physicians,40-44 years,2021,719,65.129997,Q3,0,0,0
2219,Other physicians,40-44 years,2022,778,65.129997,Q3,0,0,0
2219,Other physicians,40-44 years,2023,721,65.129997,Q3,0,0,0
2219,Other physicians,40-44 years,2024,751,65.129997,Q3,0,0,0
2219,Other physicians,45-49 years,2020,473,65.129997,Q3,0,0,0
2219,Other physicians,45-49 years,2021,476,65.129997,Q3,0,0,0
2219,Other physicians,45-49 years,2022,532,65.129997,Q3,0,0,0
2219,Other physicians,45-49 years,2023,564,65.129997,Q3,0,0,0
2219,Other physicians,45-49 years,2024,563,65.129997,Q3,0,0,0
2219,Other physicians,50-54 years,2020,315,65.129997,Q3,0,0,0
2219,Other physicians,50-54 years,2021,369,65.129997,Q3,0,0,0
2219,Other physicians,50-54 years,2022,383,65.129997,Q3,0,0,0
2219,Other physicians,50-54 years,2023,364,65.129997,Q3,0,0,0
2219,Other physicians,50-54 years,2024,409,65.129997,Q3,0,0,0
2219,Other physicians,55-59 years,2020,267,65.129997,Q3,0,0,0
2219,Other physicians,55-59 years,2021,262,65.129997,Q3,0,0,0
2219,Other physicians,55-59 years,2022,274,65.129997,Q3,0,0,0
2219,Other physicians,55-59 years,2023,280,65.129997,Q3,0,0,0
2219,Other physicians,55-59 years,2024,275,65.129997,Q3,0,0,0
2219,Other physicians,60-64 years,2020,216,65.129997,Q3,0,0,0
2219,Other physicians,60-64 years,2021,218,65.129997,Q3,0,0,0
2219,Other physicians,60-64 years,2022,239,65.129997,Q3,0,0,0
2219,Other physicians,60-64 years,2023,230,65.129997,Q3,0,0,0
2219,Other physicians,60-64 years,2024,247,65.129997,Q3,0,0,0
2219,Other physicians,65-69 years,2023,155,65.129997,Q3,0,0,0
2219,Other physicians,65-69 years,2024,154,65.129997,Q3,0,0,0
2221,Professional nurses,16-24 years,2020,1817,37.23,Q2,0,1,1
2221,Professional nurses,16-24 years,2021,1860,37.23,Q2,0,1,1
2221,Professional nurses,16-24 years,2022,1781,37.23,Q2,0,1,1
2221,Professional nurses,16-24 years,2023,1899,37.23,Q2,0,1,1
2221,Professional nurses,16-24 years,2024,1962,37.23,Q2,0,1,1
2221,Professional nurses,25-29 years,2020,9277,37.23,Q2,0,0,1
2221,Professional nurses,25-29 years,2021,9099,37.23,Q2,0,0,1
2221,Professional nurses,25-29 years,2022,8800,37.23,Q2,0,0,1
2221,Professional nurses,25-29 years,2023,8387,37.23,Q2,0,0,1
2221,Professional nurses,25-29 years,2024,7973,37.23,Q2,0,0,1
2221,Professional nurses,30-34 years,2020,8782,37.23,Q2,0,0,0
2221,Professional nurses,30-34 years,2021,9359,37.23,Q2,0,0,0
2221,Professional nurses,30-34 years,2022,9804,37.23,Q2,0,0,0
2221,Professional nurses,30-34 years,2023,9873,37.23,Q2,0,0,0
2221,Professional nurses,30-34 years,2024,10081,37.23,Q2,0,0,0
2221,Professional nurses,35-39 years,2020,6337,37.23,Q2,0,0,0
2221,Professional nurses,35-39 years,2021,6814,37.23,Q2,0,0,0
2221,Professional nurses,35-39 years,2022,7182,37.23,Q2,0,0,0
2221,Professional nurses,35-39 years,2023,7553,37.23,Q2,0,0,0
2221,Professional nurses,35-39 years,2024,7932,37.23,Q2,0,0,0
2221,Professional nurses,40-44 years,2020,5196,37.23,Q2,0,0,0
2221,Professional nurses,40-44 years,2021,5381,37.23,Q2,0,0,0
2221,Professional nurses,40-44 years,2022,5652,37.23,Q2,0,0,0
2221,Professional nurses,40-44 years,2023,5774,37.23,Q2,0,0,0
2221,Professional nurses,40-44 years,2024,5934,37.23,Q2,0,0,0
2221,Professional nurses,45-49 years,2020,5179,37.23,Q2,0,0,0
2221,Professional nurses,45-49 years,2021,5295,37.23,Q2,0,0,0
2221,Professional nurses,45-49 years,2022,5259,37.23,Q2,0,0,0
2221,Professional nurses,45-49 years,2023,5065,37.23,Q2,0,0,0
2221,Professional nurses,45-49 years,2024,5004,37.23,Q2,0,0,0
2221,Professional nurses,50-54 years,2020,4725,37.23,Q2,0,0,0
2221,Professional nurses,50-54 years,2021,4849,37.23,Q2,0,0,0
2221,Professional nurses,50-54 years,2022,4908,37.23,Q2,0,0,0
2221,Professional nurses,50-54 years,2023,5023,37.23,Q2,0,0,0
2221,Professional nurses,50-54 years,2024,5141,37.23,Q2,0,0,0
2221,Professional nurses,55-59 years,2020,4657,37.23,Q2,0,0,0
2221,Professional nurses,55-59 years,2021,4860,37.23,Q2,0,0,0
2221,Professional nurses,55-59 years,2022,4919,37.23,Q2,0,0,0
2221,Professional nurses,55-59 years,2023,4930,37.23,Q2,0,0,0
2221,Professional nurses,55-59 years,2024,4872,37.23,Q2,0,0,0
2221,Professional nurses,60-64 years,2020,3916,37.23,Q2,0,0,0
2221,Professional nurses,60-64 years,2021,4050,37.23,Q2,0,0,0
2221,Professional nurses,60-64 years,2022,4150,37.23,Q2,0,0,0
2221,Professional nurses,60-64 years,2023,4228,37.23,Q2,0,0,0
2221,Professional nurses,60-64 years,2024,4391,37.23,Q2,0,0,0
2221,Professional nurses,65-69 years,2023,2529,37.23,Q2,0,0,0
2221,Professional nurses,65-69 years,2024,2706,37.23,Q2,0,0,0
2222,Professional midwifes,16-24 years,2020,1,44.560001,Q2,0,1,1
2222,Professional midwifes,16-24 years,2021,5,44.560001,Q2,0,1,1
2222,Professional midwifes,16-24 years,2022,6,44.560001,Q2,0,1,1
2222,Professional midwifes,16-24 years,2023,1,44.560001,Q2,0,1,1
2222,Professional midwifes,16-24 years,2024,1,44.560001,Q2,0,1,1
2222,Professional midwifes,25-29 years,2020,267,44.560001,Q2,0,0,1
2222,Professional midwifes,25-29 years,2021,261,44.560001,Q2,0,0,1
2222,Professional midwifes,25-29 years,2022,239,44.560001,Q2,0,0,1
2222,Professional midwifes,25-29 years,2023,225,44.560001,Q2,0,0,1
2222,Professional midwifes,25-29 years,2024,193,44.560001,Q2,0,0,1
2222,Professional midwifes,30-34 years,2020,795,44.560001,Q2,0,0,0
2222,Professional midwifes,30-34 years,2021,810,44.560001,Q2,0,0,0
2222,Professional midwifes,30-34 years,2022,830,44.560001,Q2,0,0,0
2222,Professional midwifes,30-34 years,2023,837,44.560001,Q2,0,0,0
2222,Professional midwifes,30-34 years,2024,854,44.560001,Q2,0,0,0
2222,Professional midwifes,35-39 years,2020,947,44.560001,Q2,0,0,0
2222,Professional midwifes,35-39 years,2021,993,44.560001,Q2,0,0,0
2222,Professional midwifes,35-39 years,2022,999,44.560001,Q2,0,0,0
2222,Professional midwifes,35-39 years,2023,991,44.560001,Q2,0,0,0
2222,Professional midwifes,35-39 years,2024,1075,44.560001,Q2,0,0,0
2222,Professional midwifes,40-44 years,2020,876,44.560001,Q2,0,0,0
2222,Professional midwifes,40-44 years,2021,896,44.560001,Q2,0,0,0
2222,Professional midwifes,40-44 years,2022,946,44.560001,Q2,0,0,0
2222,Professional midwifes,40-44 years,2023,1003,44.560001,Q2,0,0,0
2222,Professional midwifes,40-44 years,2024,1022,44.560001,Q2,0,0,0
2222,Professional midwifes,45-49 years,2020,919,44.560001,Q2,0,0,0
2222,Professional midwifes,45-49 years,2021,907,44.560001,Q2,0,0,0
2222,Professional midwifes,45-49 years,2022,897,44.560001,Q2,0,0,0
2222,Professional midwifes,45-49 years,2023,855,44.560001,Q2,0,0,0
2222,Professional midwifes,45-49 years,2024,826,44.560001,Q2,0,0,0
2222,Professional midwifes,50-54 years,2020,742,44.560001,Q2,0,0,0
2222,Professional midwifes,50-54 years,2021,747,44.560001,Q2,0,0,0
2222,Professional midwifes,50-54 years,2022,766,44.560001,Q2,0,0,0
2222,Professional midwifes,50-54 years,2023,820,44.560001,Q2,0,0,0
2222,Professional midwifes,50-54 years,2024,890,44.560001,Q2,0,0,0
2222,Professional midwifes,55-59 years,2020,716,44.560001,Q2,0,0,0
2222,Professional midwifes,55-59 years,2021,716,44.560001,Q2,0,0,0
2222,Professional midwifes,55-59 years,2022,722,44.560001,Q2,0,0,0
2222,Professional midwifes,55-59 years,2023,737,44.560001,Q2,0,0,0
2222,Professional midwifes,55-59 years,2024,711,44.560001,Q2,0,0,0
2222,Professional midwifes,60-64 years,2020,805,44.560001,Q2,0,0,0
2222,Professional midwifes,60-64 years,2021,719,44.560001,Q2,0,0,0
2222,Professional midwifes,60-64 years,2022,689,44.560001,Q2,0,0,0
2222,Professional midwifes,60-64 years,2023,649,44.560001,Q2,0,0,0
2222,Professional midwifes,60-64 years,2024,642,44.560001,Q2,0,0,0
2222,Professional midwifes,65-69 years,2023,516,44.560001,Q2,0,0,0
2222,Professional midwifes,65-69 years,2024,505,44.560001,Q2,0,0,0
2223,Anaesthesia nurses,16-24 years,2020,2,36.290001,Q2,0,1,1
2223,Anaesthesia nurses,16-24 years,2021,2,36.290001,Q2,0,1,1
2223,Anaesthesia nurses,16-24 years,2023,1,36.290001,Q2,0,1,1
2223,Anaesthesia nurses,16-24 years,2024,3,36.290001,Q2,0,1,1
2223,Anaesthesia nurses,25-29 years,2020,128,36.290001,Q2,0,0,1
2223,Anaesthesia nurses,25-29 years,2021,120,36.290001,Q2,0,0,1
2223,Anaesthesia nurses,25-29 years,2022,104,36.290001,Q2,0,0,1
2223,Anaesthesia nurses,25-29 years,2023,109,36.290001,Q2,0,0,1
2223,Anaesthesia nurses,25-29 years,2024,96,36.290001,Q2,0,0,1
2223,Anaesthesia nurses,30-34 years,2020,462,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,30-34 years,2021,464,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,30-34 years,2022,467,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,30-34 years,2023,451,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,30-34 years,2024,451,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,35-39 years,2020,578,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,35-39 years,2021,551,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,35-39 years,2022,588,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,35-39 years,2023,628,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,35-39 years,2024,673,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,40-44 years,2020,506,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,40-44 years,2021,497,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,40-44 years,2022,529,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,40-44 years,2023,589,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,40-44 years,2024,636,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,45-49 years,2020,561,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,45-49 years,2021,532,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,45-49 years,2022,522,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,45-49 years,2023,504,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,45-49 years,2024,512,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,50-54 years,2020,443,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,50-54 years,2021,465,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,50-54 years,2022,465,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,50-54 years,2023,486,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,50-54 years,2024,523,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,55-59 years,2020,422,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,55-59 years,2021,404,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,55-59 years,2022,414,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,55-59 years,2023,422,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,55-59 years,2024,412,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,60-64 years,2020,435,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,60-64 years,2021,419,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,60-64 years,2022,424,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,60-64 years,2023,402,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,60-64 years,2024,401,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,65-69 years,2023,280,36.290001,Q2,0,0,0
2223,Anaesthesia nurses,65-69 years,2024,273,36.290001,Q2,0,0,0
2224,District nurses,16-24 years,2020,2,36.049999,Q2,0,1,1
2224,District nurses,16-24 years,2021,1,36.049999,Q2,0,1,1
2224,District nurses,16-24 years,2022,2,36.049999,Q2,0,1,1
2224,District nurses,16-24 years,2023,4,36.049999,Q2,0,1,1
2224,District nurses,16-24 years,2024,6,36.049999,Q2,0,1,1
2224,District nurses,25-29 years,2020,106,36.049999,Q2,0,0,1
2224,District nurses,25-29 years,2021,98,36.049999,Q2,0,0,1
2224,District nurses,25-29 years,2022,96,36.049999,Q2,0,0,1
2224,District nurses,25-29 years,2023,92,36.049999,Q2,0,0,1
2224,District nurses,25-29 years,2024,100,36.049999,Q2,0,0,1
2224,District nurses,30-34 years,2020,454,36.049999,Q2,0,0,0
2224,District nurses,30-34 years,2021,463,36.049999,Q2,0,0,0
2224,District nurses,30-34 years,2022,462,36.049999,Q2,0,0,0
2224,District nurses,30-34 years,2023,500,36.049999,Q2,0,0,0
2224,District nurses,30-34 years,2024,511,36.049999,Q2,0,0,0
2224,District nurses,35-39 years,2020,807,36.049999,Q2,0,0,0
2224,District nurses,35-39 years,2021,791,36.049999,Q2,0,0,0
2224,District nurses,35-39 years,2022,816,36.049999,Q2,0,0,0
2224,District nurses,35-39 years,2023,840,36.049999,Q2,0,0,0
2224,District nurses,35-39 years,2024,891,36.049999,Q2,0,0,0
2224,District nurses,40-44 years,2020,987,36.049999,Q2,0,0,0
2224,District nurses,40-44 years,2021,979,36.049999,Q2,0,0,0
2224,District nurses,40-44 years,2022,970,36.049999,Q2,0,0,0
2224,District nurses,40-44 years,2023,1003,36.049999,Q2,0,0,0
2224,District nurses,40-44 years,2024,1026,36.049999,Q2,0,0,0
2224,District nurses,45-49 years,2020,1071,36.049999,Q2,0,0,0
2224,District nurses,45-49 years,2021,1064,36.049999,Q2,0,0,0
2224,District nurses,45-49 years,2022,1001,36.049999,Q2,0,0,0
2224,District nurses,45-49 years,2023,1002,36.049999,Q2,0,0,0
2224,District nurses,45-49 years,2024,1022,36.049999,Q2,0,0,0
2224,District nurses,50-54 years,2020,1125,36.049999,Q2,0,0,0
2224,District nurses,50-54 years,2021,1101,36.049999,Q2,0,0,0
2224,District nurses,50-54 years,2022,1076,36.049999,Q2,0,0,0
2224,District nurses,50-54 years,2023,1075,36.049999,Q2,0,0,0
2224,District nurses,50-54 years,2024,1075,36.049999,Q2,0,0,0
2224,District nurses,55-59 years,2020,1226,36.049999,Q2,0,0,0
2224,District nurses,55-59 years,2021,1237,36.049999,Q2,0,0,0
2224,District nurses,55-59 years,2022,1214,36.049999,Q2,0,0,0
2224,District nurses,55-59 years,2023,1190,36.049999,Q2,0,0,0
2224,District nurses,55-59 years,2024,1190,36.049999,Q2,0,0,0
2224,District nurses,60-64 years,2020,1315,36.049999,Q2,0,0,0
2224,District nurses,60-64 years,2021,1248,36.049999,Q2,0,0,0
2224,District nurses,60-64 years,2022,1180,36.049999,Q2,0,0,0
2224,District nurses,60-64 years,2023,1114,36.049999,Q2,0,0,0
2224,District nurses,60-64 years,2024,1124,36.049999,Q2,0,0,0
2224,District nurses,65-69 years,2023,940,36.049999,Q2,0,0,0
2224,District nurses,65-69 years,2024,984,36.049999,Q2,0,0,0
2225,Psychiatry nurses,16-24 years,2020,2,37.0,Q2,0,1,1
2225,Psychiatry nurses,16-24 years,2022,2,37.0,Q2,0,1,1
