design,scenario,registers,seed,age_group,gamma_struct,gamma_oracle,gamma_prod,bias,artefact_T2021,artefact_T2022,gen_s
entrant_share,null,lag1,3,50+,0.0,0.0095746382426978,0.0994957515192978,0.0899211132766,0.0,0.0,34.0
expband,null,lag1,3,22-25,0.0,-0.0423034852315426,-0.157500901046021,-0.1151974158144784,-0.34849581629297255,-0.26072989922766354,34.0
expband,null,lag1,3,26-30,0.0,0.0246506454474179,-0.001919535085866,-0.026570180533283902,-0.0879774361382866,-0.0601825399231228,34.0
expband,null,lag1,3,50+,0.0,0.0095746382426978,0.151608519765188,0.1420338815224902,0.0,0.0,34.0
enrol,null,lag1,3,22-25,0.0,-0.0423034852315426,-0.132884941491521,-0.0905814562599784,-0.2599381952087908,-0.21208609083467977,34.0
enrol,null,lag1,3,26-30,0.0,0.0246506454474179,0.0057719179148511,-0.0188787275325668,-0.06745943644455721,-0.0468901329689881,34.0
enrol,null,lag1,3,50+,0.0,0.0095746382426978,0.130005455639608,0.1204308173969102,0.0,0.0,34.0
full,null,lag1,3,22-25,0.0,-0.0423034852315426,-0.119587926838179,-0.07728444160663639,-0.2060779054418416,-0.1585808155314836,34.0
full,null,lag1,3,26-30,0.0,0.0246506454474179,0.016692780415,-0.0079578650324179,-0.048300666202309,-0.0341227047010759,34.0
full,null,lag1,3,50+,0.0,0.0095746382426978,0.0994957515192978,0.0899211132766,0.0,0.0,34.0
OL_exact,null,lag1,4,22-25,0.0,0.0149524560822825,-0.197758972306454,-0.2127114283887365,-0.24381486125146598,-0.201315651327395,36.6
OL_exact,null,lag1,4,26-30,0.0,-0.0261897688820634,-0.0170739491461289,0.009115819735934502,-0.0731483576910658,-0.0527023530212987,36.6
OL_exact,null,lag1,4,50+,0.0,0.0282345681994388,0.142286412706098,0.11405184450665919,0.0,0.0,36.6
OL_daioe,null,lag1,4,22-25,0.0,0.0149524560822825,-0.197465785497744,-0.21241824158002648,-0.2289565966224292,-0.1896235795119712,36.6
OL_daioe,null,lag1,4,26-30,0.0,-0.0261897688820634,0.0013936674754516,0.027583436357515,-0.0827511700488971,-0.05684207849901721,36.6
OL_daioe,null,lag1,4,50+,0.0,0.0282345681994388,0.139689093648509,0.11145452544907021,0.0,0.0,36.6
fresh_stock,null,lag1,4,22-25,0.0,0.0149524560822825,-0.197465785497744,-0.21241824158002648,-0.2289565966224292,-0.1896235795119712,36.6
fresh_stock,null,lag1,4,26-30,0.0,-0.0261897688820634,0.0013936674754516,0.027583436357515,-0.0827511700488971,-0.05684207849901721,36.6
fresh_stock,null,lag1,4,50+,0.0,0.0282345681994388,0.139689093648509,0.11145452544907021,0.0,0.0,36.6
entrant,null,lag1,4,22-25,0.0,0.0149524560822825,-0.197465785497744,-0.21241824158002648,-0.2289565966224292,-0.1896235795119712,36.6
entrant,null,lag1,4,26-30,0.0,-0.0261897688820634,0.0013936674754516,0.027583436357515,-0.0827511700488971,-0.05684207849901721,36.6
entrant,null,lag1,4,50+,0.0,0.0282345681994388,0.139689093648509,0.11145452544907021,0.0,0.0,36.6
entrant_share,null,lag1,4,22-25,0.0,0.0149524560822825,-0.163475481959524,-0.17842793804180648,-0.16983751626987448,-0.15319869334485448,36.6
entrant_share,null,lag1,4,26-30,0.0,-0.0261897688820634,0.003831189972888,0.0300209588549514,-0.0725016754836098,-0.051047195560118094,36.6
entrant_share,null,lag1,4,50+,0.0,0.0282345681994388,0.112687234620504,0.0844526664210652,0.0,0.0,36.6
expband,null,lag1,4,22-25,0.0,0.0149524560822825,-0.210075301993348,-0.2250277580756305,-0.3204782222936179,-0.2531587691127049,36.6
expband,null,lag1,4,26-30,0.0,-0.0261897688820634,-0.017552682377616,0.0086370865044474,-0.09303702817987719,-0.0651978786467787,36.6
expband,null,lag1,4,50+,0.0,0.0282345681994388,0.165036002507379,0.13680143430794017,0.0,0.0,36.6
enrol,null,lag1,4,22-25,0.0,0.0149524560822825,-0.197465785497744,-0.21241824158002648,-0.2128019949578142,-0.1865761877659162,36.6
enrol,null,lag1,4,26-30,0.0,-0.0261897688820634,0.0013936674754516,0.027583436357515,-0.07774924292662219,-0.054706917812132105,36.6
enrol,null,lag1,4,50+,0.0,0.0282345681994388,0.139689093648509,0.11145452544907021,0.0,0.0,36.6
full,null,lag1,4,22-25,0.0,0.0149524560822825,-0.163475481959524,-0.17842793804180648,-0.1580532638199385,-0.15281030888034652,36.6
full,null,lag1,4,26-30,0.0,-0.0261897688820634,0.003831189972888,0.0300209588549514,-0.06884753205832539,-0.0512784572737372,36.6
full,null,lag1,4,50+,0.0,0.0282345681994388,0.112687234620504,0.0844526664210652,0.0,0.0,36.6
OL_exact,null,mobile,0,22-25,0.0,0.0323792772265032,-0.203960191943966,-0.23633946917046922,-0.3633723391055681,-0.2593490932273911,33.1
OL_exact,null,mobile,0,26-30,0.0,-0.0150852372009343,-0.0820761050330224,-0.0669908678320881,-0.08398514333573051,-0.0606362822644876,33.1
OL_exact,null,mobile,0,50+,0.0,0.0102229888067954,0.104169741670798,0.0939467528640026,0.0,0.0,33.1
OL_daioe,null,mobile,0,22-25,0.0,0.0323792772265032,-0.223732474095217,-0.2561117513217202,-0.3602754543709335,-0.2628347798965355,33.1
OL_daioe,null,mobile,0,26-30,0.0,-0.0150852372009343,-0.0790168780532738,-0.0639316408523395,-0.0908338042527291,-0.0629228434720607,33.1
OL_daioe,null,mobile,0,50+,0.0,0.0102229888067954,0.109822686115023,0.0995996973082276,0.0,0.0,33.1
fresh_stock,null,mobile,0,22-25,0.0,0.0323792772265032,-0.223732474095217,-0.2561117513217202,-0.3602754543709335,-0.2628347798965355,33.1
fresh_stock,null,mobile,0,26-30,0.0,-0.0150852372009343,-0.0790168780532738,-0.0639316408523395,-0.0908338042527291,-0.0629228434720607,33.1
fresh_stock,null,mobile,0,50+,0.0,0.0102229888067954,0.109822686115023,0.0995996973082276,0.0,0.0,33.1
entrant,null,mobile,0,22-25,0.0,0.0323792772265032,-0.223732474095217,-0.2561117513217202,-0.3602754543709335,-0.2628347798965355,33.1
entrant,null,mobile,0,26-30,0.0,-0.0150852372009343,-0.0790168780532738,-0.0639316408523395,-0.0908338042527291,-0.0629228434720607,33.1
entrant,null,mobile,0,50+,0.0,0.0102229888067954,0.109822686115023,0.0995996973082276,0.0,0.0,33.1
entrant_share,null,mobile,0,22-25,0.0,0.0323792772265032,-0.167681511684019,-0.2000607889105222,-0.2469909799729506,-0.19766743475993362,33.1
entrant_share,null,mobile,0,26-30,0.0,-0.0150852372009343,-0.0877404593738712,-0.0726552221729369,-0.0715491828552693,-0.052071795591082395,33.1
entrant_share,null,mobile,0,50+,0.0,0.0102229888067954,0.0880083189124224,0.077785330105627,0.0,0.0,33.1
expband,null,mobile,0,22-25,0.0,0.0323792772265032,-0.281531765041381,-0.3139110422678842,-0.519273111575779,-0.3500489929563601,33.1
expband,null,mobile,0,26-30,0.0,-0.0150852372009343,-0.0883604974020012,-0.07327526020106691,-0.1151975916587074,-0.0764769829873277,33.1
expband,null,mobile,0,50+,0.0,0.0102229888067954,0.133710129706341,0.1234871408995456,0.0,0.0,33.1
enrol,null,mobile,0,22-25,0.0,0.0323792772265032,-0.223732474095217,-0.2561117513217202,-0.3413051545762725,-0.2547919101820685,33.1
enrol,null,mobile,0,26-30,0.0,-0.0150852372009343,-0.0790168780532738,-0.0639316408523395,-0.0827377054766257,-0.0564578100115832,33.1
enrol,null,mobile,0,50+,0.0,0.0102229888067954,0.109822686115023,0.0995996973082276,0.0,0.0,33.1
full,null,mobile,0,22-25,0.0,0.0323792772265032,-0.167681511684019,-0.2000607889105222,-0.2360168136029096,-0.1919180148761046,33.1
full,null,mobile,0,26-30,0.0,-0.0150852372009343,-0.0877404593738712,-0.0726552221729369,-0.0628082047095352,-0.045791184279220395,33.1
full,null,mobile,0,50+,0.0,0.0102229888067954,0.0880083189124224,0.077785330105627,0.0,0.0,33.1
OL_exact,null,mobile,1,22-25,0.0,-0.0914629017834936,-0.190373728472294,-0.0989108266888004,-0.3707039178631726,-0.2802849524573206,37.1
OL_exact,null,mobile,1,26-30,0.0,-0.0075736623178939,-0.0528030907321662,-0.0452294284142723,-0.09434253996391789,-0.0642330727061956,37.1
OL_exact,null,mobile,1,50+,0.0,-0.0064203125395884,0.122716499720273,0.1291368122598614,0.0,0.0,37.1
OL_daioe,null,mobile,1,22-25,0.0,-0.0914629017834936,-0.175367377262359,-0.08390447547886538,-0.3891240194695621,-0.2766996050456191,37.1
OL_daioe,null,mobile,1,26-30,0.0,-0.0075736623178939,-0.0794766475520043,-0.0719029852341104,-0.09262386478162801,-0.06971510080783441,37.1
OL_daioe,null,mobile,1,50+,0.0,-0.0064203125395884,0.127701240219051,0.1341215527586394,0.0,0.0,37.1
fresh_stock,null,mobile,1,22-25,0.0,-0.0914629017834936,-0.175367377262359,-0.08390447547886538,-0.3891240194695621,-0.2766996050456191,37.1
fresh_stock,null,mobile,1,26-30,0.0,-0.0075736623178939,-0.0794766475520043,-0.0719029852341104,-0.09262386478162801,-0.06971510080783441,37.1
fresh_stock,null,mobile,1,50+,0.0,-0.0064203125395884,0.127701240219051,0.1341215527586394,0.0,0.0,37.1
entrant,null,mobile,1,22-25,0.0,-0.0914629017834936,-0.175367377262359,-0.08390447547886538,-0.3891240194695621,-0.2766996050456191,37.1
entrant,null,mobile,1,26-30,0.0,-0.0075736623178939,-0.0794766475520043,-0.0719029852341104,-0.09262386478162801,-0.06971510080783441,37.1
entrant,null,mobile,1,50+,0.0,-0.0064203125395884,0.127701240219051,0.1341215527586394,0.0,0.0,37.1
entrant_share,null,mobile,1,22-25,0.0,-0.0914629017834936,-0.108919884514593,-0.0174569827310994,-0.2569215263287219,-0.1962901651137899,37.1
entrant_share,null,mobile,1,26-30,0.0,-0.0075736623178939,-0.0588022495458651,-0.051228587227971197,-0.0841350502229042,-0.062498070624111404,37.1
entrant_share,null,mobile,1,50+,0.0,-0.0064203125395884,0.101643528398915,0.1080638409385034,0.0,0.0,37.1
expband,null,mobile,1,22-25,0.0,-0.0914629017834936,-0.255909410785158,-0.1644465090016644,-0.5759394853481825,-0.3757562954361945,37.1
expband,null,mobile,1,26-30,0.0,-0.0075736623178939,-0.0867997563833716,-0.0792260940654777,-0.1149655089541117,-0.0824150333080402,37.1
expband,null,mobile,1,50+,0.0,-0.0064203125395884,0.155568302659569,0.16198861519915742,0.0,0.0,37.1
enrol,null,mobile,1,22-25,0.0,-0.0914629017834936,-0.175367377262359,-0.08390447547886538,-0.3537215912175841,-0.2629769952686391,37.1
enrol,null,mobile,1,26-30,0.0,-0.0075736623178939,-0.0794766475520043,-0.0719029852341104,-0.0837178203248592,-0.06534791141492599,37.1
enrol,null,mobile,1,50+,0.0,-0.0064203125395884,0.127701240219051,0.1341215527586394,0.0,0.0,37.1
full,null,mobile,1,22-25,0.0,-0.0914629017834936,-0.108919884514593,-0.0174569827310994,-0.2352103754994769,-0.1867815255162699,37.1
full,null,mobile,1,26-30,0.0,-0.0075736623178939,-0.0588022495458651,-0.051228587227971197,-0.07586047102075,-0.0586364954238176,37.1
full,null,mobile,1,50+,0.0,-0.0064203125395884,0.101643528398915,0.1080638409385034,0.0,0.0,37.1
OL_exact,null,mobile,2,22-25,0.0,-0.0234851052784126,-0.16661141097735,-0.1431263056989374,-0.3660484088496183,-0.2623903150982153,32.0
OL_exact,null,mobile,2,26-30,0.0,0.0495014108448976,-0.0301243819907476,-0.07962579283564519,-0.0901340535772769,-0.0707515990753337,32.0
OL_exact,null,mobile,2,50+,0.0,-0.0170088095698473,0.1121996716047,0.1292084811745473,0.0,0.0,32.0
OL_daioe,null,mobile,2,22-25,0.0,-0.0234851052784126,-0.15865311473598,-0.1351680094575674,-0.3807619636174639,-0.2760822861761389,32.0
OL_daioe,null,mobile,2,26-30,0.0,0.0495014108448976,-0.0220138905123571,-0.0715153013572547,-0.0969426258930314,-0.07656773089788,32.0
OL_daioe,null,mobile,2,50+,0.0,-0.0170088095698473,0.121507482141944,0.1385162917117913,0.0,0.0,32.0
fresh_stock,null,mobile,2,22-25,0.0,-0.0234851052784126,-0.15865311473598,-0.1351680094575674,-0.3807619636174639,-0.2760822861761389,32.0
fresh_stock,null,mobile,2,26-30,0.0,0.0495014108448976,-0.0220138905123571,-0.0715153013572547,-0.0969426258930314,-0.07656773089788,32.0
fresh_stock,null,mobile,2,50+,0.0,-0.0170088095698473,0.121507482141944,0.1385162917117913,0.0,0.0,32.0
entrant,null,mobile,2,22-25,0.0,-0.0234851052784126,-0.15865311473598,-0.1351680094575674,-0.3807619636174639,-0.2760822861761389,32.0
entrant,null,mobile,2,26-30,0.0,0.0495014108448976,-0.0220138905123571,-0.0715153013572547,-0.0969426258930314,-0.07656773089788,32.0
entrant,null,mobile,2,50+,0.0,-0.0170088095698473,0.121507482141944,0.1385162917117913,0.0,0.0,32.0
entrant_share,null,mobile,2,22-25,0.0,-0.0234851052784126,-0.103107752369026,-0.0796226470906134,-0.1807644967124944,-0.1467185673721854,32.0
entrant_share,null,mobile,2,26-30,0.0,0.0495014108448976,-0.0099366782844259,-0.059438089129323496,-0.059984390110231,-0.0471037916218638,32.0
entrant_share,null,mobile,2,50+,0.0,-0.0170088095698473,0.0775872460370106,0.09459605560685791,0.0,0.0,32.0
expband,null,mobile,2,22-25,0.0,-0.0234851052784126,-0.209352031363255,-0.1858669260848424,-0.5099417396591466,-0.34474576087072456,32.0
expband,null,mobile,2,26-30,0.0,0.0495014108448976,-0.0332425086567564,-0.082743919501654,-0.11623982854821371,-0.0886186352082523,32.0
expband,null,mobile,2,50+,0.0,-0.0170088095698473,0.155517039372559,0.1725258489424063,0.0,0.0,32.0
enrol,null,mobile,2,22-25,0.0,-0.0234851052784126,-0.15865311473598,-0.1351680094575674,-0.3551454772053649,-0.2627262361099209,32.0
enrol,null,mobile,2,26-30,0.0,0.0495014108448976,-0.0220138905123571,-0.0715153013572547,-0.0886888392864455,-0.0723339470152992,32.0
enrol,null,mobile,2,50+,0.0,-0.0170088095698473,0.121507482141944,0.1385162917117913,0.0,0.0,32.0
full,null,mobile,2,22-25,0.0,-0.0234851052784126,-0.103107752369026,-0.0796226470906134,-0.1686823080316994,-0.13703340518866639,32.0
full,null,mobile,2,26-30,0.0,0.0495014108448976,-0.0099366782844259,-0.059438089129323496,-0.052204107321677296,-0.0437176605214086,32.0
full,null,mobile,2,50+,0.0,-0.0170088095698473,0.0775872460370106,0.09459605560685791,0.0,0.0,32.0
OL_exact,null,mobile,3,22-25,0.0,-0.0324180696654403,-0.207342498822203,-0.17492442915676268,-0.3223503928687155,-0.24413870587054448,31.9
OL_exact,null,mobile,3,26-30,0.0,0.0005878846923622,-0.0231483529649666,-0.0237362376573288,-0.10508811377677929,-0.0746752682959668,31.9
OL_exact,null,mobile,3,50+,0.0,-0.0009288573245613,0.131150310351561,0.1320791676761223,0.0,0.0,31.9
OL_daioe,null,mobile,3,22-25,0.0,-0.0324180696654403,-0.207764269647462,-0.1753461999820217,-0.30972873636819853,-0.2456046779130005,31.9
OL_daioe,null,mobile,3,26-30,0.0,0.0005878846923622,-0.0272076577713984,-0.0277955424637606,-0.10829452753264279,-0.0768126587273469,31.9
OL_daioe,null,mobile,3,50+,0.0,-0.0009288573245613,0.128167132428101,0.1290959897526623,0.0,0.0,31.9
fresh_stock,null,mobile,3,22-25,0.0,-0.0324180696654403,-0.207764269647462,-0.1753461999820217,-0.30972873636819853,-0.2456046779130005,31.9
fresh_stock,null,mobile,3,26-30,0.0,0.0005878846923622,-0.0272076577713984,-0.0277955424637606,-0.10829452753264279,-0.0768126587273469,31.9
fresh_stock,null,mobile,3,50+,0.0,-0.0009288573245613,0.128167132428101,0.1290959897526623,0.0,0.0,31.9
entrant,null,mobile,3,22-25,0.0,-0.0324180696654403,-0.207764269647462,-0.1753461999820217,-0.30972873636819853,-0.2456046779130005,31.9
entrant,null,mobile,3,26-30,0.0,0.0005878846923622,-0.0272076577713984,-0.0277955424637606,-0.10829452753264279,-0.0768126587273469,31.9
entrant,null,mobile,3,50+,0.0,-0.0009288573245613,0.128167132428101,0.1290959897526623,0.0,0.0,31.9
entrant_share,null,mobile,3,22-25,0.0,-0.0324180696654403,-0.183332013372938,-0.1509139437074977,-0.2217567054094665,-0.1783852322459835,31.9
entrant_share,null,mobile,3,26-30,0.0,0.0005878846923622,-0.0097326518041244,-0.0103205364964866,-0.0866817616279978,-0.0615019059274931,31.9
entrant_share,null,mobile,3,50+,0.0,-0.0009288573245613,0.0956595678836176,0.0965884252081789,0.0,0.0,31.9
expband,null,mobile,3,22-25,0.0,-0.0324180696654403,-0.234214586389354,-0.2017965167239137,-0.5120521264966997,-0.3452233051787727,31.9
expband,null,mobile,3,26-30,0.0,0.0005878846923622,-0.0398193650729412,-0.040407249765303396,-0.1248694213019588,-0.090125979940837,31.9
expband,null,mobile,3,50+,0.0,-0.0009288573245613,0.149563784356259,0.1504926416808203,0.0,0.0,31.9
enrol,null,mobile,3,22-25,0.0,-0.0324180696654403,-0.207764269647462,-0.1753461999820217,-0.2873087796484115,-0.2387104442190795,31.9
enrol,null,mobile,3,26-30,0.0,0.0005878846923622,-0.0272076577713984,-0.0277955424637606,-0.10232451961809899,-0.0723464217203082,31.9
enrol,null,mobile,3,50+,0.0,-0.0009288573245613,0.128167132428101,0.1290959897526623,0.0,0.0,31.9
full,null,mobile,3,22-25,0.0,-0.0324180696654403,-0.183332013372938,-0.1509139437074977,-0.2061074353450585,-0.17289577406048048,31.9
full,null,mobile,3,26-30,0.0,0.0005878846923622,-0.0097326518041244,-0.0103205364964866,-0.08100887457974601,-0.0570961579368901,31.9
full,null,mobile,3,50+,0.0,-0.0009288573245613,0.0956595678836176,0.0965884252081789,0.0,0.0,31.9
OL_exact,null,mobile,4,22-25,0.0,-0.0484976731183645,-0.256184772280716,-0.2076870991623515,-0.3395261841590277,-0.22342480830130074,32.1
OL_exact,null,mobile,4,26-30,0.0,0.0104373270113316,-0.0343665961461439,-0.0448039231574755,-0.0943383680709792,-0.0740956353803776,32.1
OL_exact,null,mobile,4,50+,0.0,-0.0065164104532888,0.139364085981495,0.1458804964347838,0.0,0.0,32.1
OL_daioe,null,mobile,4,22-25,0.0,-0.0484976731183645,-0.246113208956856,-0.1976155358384915,-0.35624149221385776,-0.23395337419165183,32.1
OL_daioe,null,mobile,4,26-30,0.0,0.0104373270113316,-0.0395859004677166,-0.0500232274790482,-0.0937032700806374,-0.0734074286953825,32.1
OL_daioe,null,mobile,4,50+,0.0,-0.0065164104532888,0.142008726342823,0.1485251367961118,0.0,0.0,32.1
fresh_stock,null,mobile,4,22-25,0.0,-0.0484976731183645,-0.246113208956856,-0.1976155358384915,-0.35624149221385776,-0.23395337419165183,32.1
fresh_stock,null,mobile,4,26-30,0.0,0.0104373270113316,-0.0395859004677166,-0.0500232274790482,-0.0937032700806374,-0.0734074286953825,32.1
fresh_stock,null,mobile,4,50+,0.0,-0.0065164104532888,0.142008726342823,0.1485251367961118,0.0,0.0,32.1
entrant,null,mobile,4,22-25,0.0,-0.0484976731183645,-0.246113208956856,-0.1976155358384915,-0.35624149221385776,-0.23395337419165183,32.1
entrant,null,mobile,4,26-30,0.0,0.0104373270113316,-0.0395859004677166,-0.0500232274790482,-0.0937032700806374,-0.0734074286953825,32.1
entrant,null,mobile,4,50+,0.0,-0.0065164104532888,0.142008726342823,0.1485251367961118,0.0,0.0,32.1
entrant_share,null,mobile,4,22-25,0.0,-0.0484976731183645,-0.207413932808769,-0.1589162596904045,-0.2324581135566416,-0.1584587794072056,32.1
entrant_share,null,mobile,4,26-30,0.0,0.0104373270113316,-0.0130859598945126,-0.023523286905844203,-0.080712141973565,-0.0637746832003735,32.1
entrant_share,null,mobile,4,50+,0.0,-0.0065164104532888,0.112638444068368,0.11915485452165679,0.0,0.0,32.1
expband,null,mobile,4,22-25,0.0,-0.0484976731183645,-0.279180872093003,-0.23068319897463851,-0.49206278418349864,-0.30526394547486363,32.1
expband,null,mobile,4,26-30,0.0,0.0104373270113316,-0.0462515634505422,-0.0566888904618738,-0.11369513887845391,-0.0859300626096124,32.1
expband,null,mobile,4,50+,0.0,-0.0065164104532888,0.163750138161774,0.1702665486150628,0.0,0.0,32.1
enrol,null,mobile,4,22-25,0.0,-0.0484976731183645,-0.246113208956856,-0.1976155358384915,-0.3137036780211638,-0.21604648497488982,32.1
enrol,null,mobile,4,26-30,0.0,0.0104373270113316,-0.0395859004677166,-0.0500232274790482,-0.0881300963479233,-0.0684632137796566,32.1
enrol,null,mobile,4,50+,0.0,-0.0065164104532888,0.142008726342823,0.1485251367961118,0.0,0.0,32.1
full,null,mobile,4,22-25,0.0,-0.0484976731183645,-0.207413932808769,-0.1589162596904045,-0.2020216407086266,-0.1438320324773636,32.1
full,null,mobile,4,26-30,0.0,0.0104373270113316,-0.0130859598945126,-0.023523286905844203,-0.0751632515783433,-0.0586300579964206,32.1
full,null,mobile,4,50+,0.0,-0.0065164104532888,0.112638444068368,0.11915485452165679,0.0,0.0,32.1
OL_exact,paper,base,0,22-25,-0.15,-0.126272987231582,-0.21204534314142,-0.085772355909838,-0.38061261757361703,-0.263051103968635,32.2
OL_exact,paper,base,0,26-30,0.0,-0.0096728226099176,-0.0851021524048106,-0.075429329794893,-0.08127434558398759,-0.0633418049492596,32.2
OL_exact,paper,base,0,50+,0.0,-0.0079110412412511,0.10169355087709,0.1096045921183411,0.0,0.0,32.2
OL_daioe,paper,base,0,22-25,-0.15,-0.126272987231582,-0.236291341876309,-0.110018354644727,-0.3725192257223081,-0.25692231805285815,32.2
OL_daioe,paper,base,0,26-30,0.0,-0.0096728226099176,-0.0811299039266648,-0.0714570813167472,-0.08870171393983689,-0.0629783376816582,32.2
OL_daioe,paper,base,0,50+,0.0,-0.0079110412412511,0.108728631774438,0.1166396730156891,0.0,0.0,32.2
fresh_stock,paper,base,0,22-25,-0.15,-0.126272987231582,-0.236291341876309,-0.110018354644727,-0.3725192257223081,-0.25692231805285815,32.2
fresh_stock,paper,base,0,26-30,0.0,-0.0096728226099176,-0.0811299039266648,-0.0714570813167472,-0.08870171393983689,-0.0629783376816582,32.2
fresh_stock,paper,base,0,50+,0.0,-0.0079110412412511,0.108728631774438,0.1166396730156891,0.0,0.0,32.2
entrant,paper,base,0,22-25,-0.15,-0.126272987231582,-0.236291341876309,-0.110018354644727,-0.3725192257223081,-0.25692231805285815,32.2
entrant,paper,base,0,26-30,0.0,-0.0096728226099176,-0.0811299039266648,-0.0714570813167472,-0.08870171393983689,-0.0629783376816582,32.2
entrant,paper,base,0,50+,0.0,-0.0079110412412511,0.108728631774438,0.1166396730156891,0.0,0.0,32.2
entrant_share,paper,base,0,22-25,-0.15,-0.126272987231582,-0.190537911895233,-0.064264924663651,-0.24093236539853047,-0.1811597368933185,32.2
entrant_share,paper,base,0,26-30,0.0,-0.0096728226099176,-0.0748338963586356,-0.065161073748718,-0.0723228494071863,-0.055580046950605894,32.2
entrant_share,paper,base,0,50+,0.0,-0.0079110412412511,0.0823030252675355,0.09021406650878659,0.0,0.0,32.2
expband,paper,base,0,22-25,-0.15,-0.126272987231582,-0.281680979440422,-0.15540799220883997,-0.5414732585999572,-0.3470170655818062,32.2
expband,paper,base,0,26-30,0.0,-0.0096728226099176,-0.080815455882208,-0.0711426332722904,-0.11119048112364349,-0.0778134793221953,32.2
expband,paper,base,0,50+,0.0,-0.0079110412412511,0.130442381347338,0.1383534225885891,0.0,0.0,32.2
enrol,paper,base,0,22-25,-0.15,-0.126272987231582,-0.236291341876309,-0.110018354644727,-0.36575100698344815,-0.25955179615423013,32.2
enrol,paper,base,0,26-30,0.0,-0.0096728226099176,-0.0811299039266648,-0.0714570813167472,-0.08192577901492619,-0.05776658872851499,32.2
enrol,paper,base,0,50+,0.0,-0.0079110412412511,0.108728631774438,0.1166396730156891,0.0,0.0,32.2
full,paper,base,0,22-25,-0.15,-0.126272987231582,-0.190537911895233,-0.064264924663651,-0.2402742583300415,-0.1851657872992205,32.2
full,paper,base,0,26-30,0.0,-0.0096728226099176,-0.0748338963586356,-0.065161073748718,-0.0649613003516635,-0.050278310881232594,32.2
full,paper,base,0,50+,0.0,-0.0079110412412511,0.0823030252675355,0.09021406650878659,0.0,0.0,32.2
OL_exact,paper,base,1,22-25,-0.15,-0.129463143370144,-0.214283875891948,-0.084820732521804,-0.3680094415919302,-0.28240231214858325,31.4
OL_exact,paper,base,1,26-30,0.0,0.0038619461617462,-0.0594498283352878,-0.063311774497034,-0.0896906410711476,-0.0646532857390088,31.4
OL_exact,paper,base,1,50+,0.0,0.0217072210589459,0.127409025647481,0.10570180458853509,0.0,0.0,31.4
OL_daioe,paper,base,1,22-25,-0.15,-0.129463143370144,-0.197329751713993,-0.067866608343849,-0.38778896091811255,-0.2882339849310485,31.4
OL_daioe,paper,base,1,26-30,0.0,0.0038619461617462,-0.0690913281085085,-0.0729532742702547,-0.09299343804930779,-0.0714237351352317,31.4
OL_daioe,paper,base,1,50+,0.0,0.0217072210589459,0.130542020285808,0.1088347992268621,0.0,0.0,31.4
fresh_stock,paper,base,1,22-25,-0.15,-0.129463143370144,-0.197329751713993,-0.067866608343849,-0.38778896091811255,-0.2882339849310485,31.4
fresh_stock,paper,base,1,26-30,0.0,0.0038619461617462,-0.0690913281085085,-0.0729532742702547,-0.09299343804930779,-0.0714237351352317,31.4
fresh_stock,paper,base,1,50+,0.0,0.0217072210589459,0.130542020285808,0.1088347992268621,0.0,0.0,31.4
entrant,paper,base,1,22-25,-0.15,-0.129463143370144,-0.197329751713993,-0.067866608343849,-0.38778896091811255,-0.2882339849310485,31.4
entrant,paper,base,1,26-30,0.0,0.0038619461617462,-0.0690913281085085,-0.0729532742702547,-0.09299343804930779,-0.0714237351352317,31.4
entrant,paper,base,1,50+,0.0,0.0217072210589459,0.130542020285808,0.1088347992268621,0.0,0.0,31.4
entrant_share,paper,base,1,22-25,-0.15,-0.129463143370144,-0.135952896682484,-0.006489753312340002,-0.2545392081884481,-0.1999546461862481,31.4
entrant_share,paper,base,1,26-30,0.0,0.0038619461617462,-0.0654871136625253,-0.0693490598242715,-0.0803479402193854,-0.062312611496712696,31.4
entrant_share,paper,base,1,50+,0.0,0.0217072210589459,0.105330423564603,0.0836232025056571,0.0,0.0,31.4
expband,paper,base,1,22-25,-0.15,-0.129463143370144,-0.26037977255881,-0.130916629188666,-0.5958184570150977,-0.3933642694072837,31.4
expband,paper,base,1,26-30,0.0,0.0038619461617462,-0.081625810948458,-0.0854877571102042,-0.11240189779639599,-0.0850348372700753,31.4
expband,paper,base,1,50+,0.0,0.0217072210589459,0.151996251412058,0.1302890303531121,0.0,0.0,31.4
enrol,paper,base,1,22-25,-0.15,-0.129463143370144,-0.197329751713993,-0.067866608343849,-0.3432806500188455,-0.2753306405519505,31.4
enrol,paper,base,1,26-30,0.0,0.0038619461617462,-0.0690913281085085,-0.0729532742702547,-0.0825774582855046,-0.0667411341541129,31.4
enrol,paper,base,1,50+,0.0,0.0217072210589459,0.130542020285808,0.1088347992268621,0.0,0.0,31.4
full,paper,base,1,22-25,-0.15,-0.129463143370144,-0.135952896682484,-0.006489753312340002,-0.2240151502678251,-0.1906732548020661,31.4
full,paper,base,1,26-30,0.0,0.0038619461617462,-0.0654871136625253,-0.0693490598242715,-0.07043530715410731,-0.0580069176335087,31.4
full,paper,base,1,50+,0.0,0.0217072210589459,0.105330423564603,0.0836232025056571,0.0,0.0,31.4
OL_exact,paper,base,2,22-25,-0.15,-0.0928406228603888,-0.194447959137836,-0.1016073362774472,-0.3380249405583744,-0.25546205178485537,31.5
OL_exact,paper,base,2,26-30,0.0,0.0164078734342365,-0.0453866413400291,-0.061794514774265605,-0.0973896630125354,-0.0781418376532657,31.5
